client_number,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio
709996833,"Attrited Customer",31,M,Post-Graduate,Single,"Less than $40K",Silver,12359,0,0
714022833,"Attrited Customer",42,F,Graduate,Single,"$40K - $60K",Silver,17909,0,0
710178558,"Attrited Customer",46,M,"High School",Married,"$60K - $80K",Gold,34516,2517,0.073
768712383,"Attrited Customer",51,M,Graduate,Divorced,"$120K +",Blue,34516,0,0
711156858,"Attrited Customer",48,F,"High School",Single,"Less than $40K",Blue,8297,2517,0.303
710306358,"Attrited Customer",38,M,Unknown,Married,"$40K - $60K",Blue,9664,1983,0.205
779055033,"Attrited Customer",43,F,Uneducated,Unknown,"Less than $40K",Blue,8256,2416,0.293
714145233,"Attrited Customer",34,M,Graduate,Divorced,"$80K - $120K",Silver,34516,400,0.012
719547033,"Attrited Customer",40,M,Unknown,Married,"$80K - $120K",Blue,23502,0,0
789432033,"Attrited Customer",32,F,Graduate,Married,"Less than $40K",Blue,4065,230,0.057
708319908,"Attrited Customer",37,M,Graduate,Single,"$80K - $120K",Blue,4116,1473,0.358
714082308,"Attrited Customer",39,M,"High School",Single,"$80K - $120K",Blue,8656,0,0
714820158,"Attrited Customer",29,M,"High School",Single,"$40K - $60K",Blue,5988,660,0.11
713347608,"Attrited Customer",54,F,Post-Graduate,Single,"Less than $40K",Blue,4917,0,0
718080558,"Attrited Customer",41,F,"High School",Single,"Less than $40K",Blue,4720,0,0
713880633,"Attrited Customer",53,M,Unknown,Single,"$60K - $80K",Blue,5905,0,0
758753283,"Attrited Customer",52,M,Doctorate,Married,"$120K +",Blue,34516,550,0.016
773172483,"Attrited Customer",30,M,Graduate,Married,"$40K - $60K",Blue,4063,0,0
710639658,"Attrited Customer",29,M,"High School",Single,"$60K - $80K",Blue,17744,829,0.047
712941483,"Attrited Customer",51,F,Post-Graduate,Married,"$40K - $60K",Silver,3735,0,0
714757083,"Attrited Customer",44,M,Uneducated,Married,"$60K - $80K",Silver,29076,0,0
714136233,"Attrited Customer",53,M,Graduate,Married,"$120K +",Blue,34516,0,0
778888083,"Attrited Customer",45,F,Graduate,Married,"$40K - $60K",Blue,4307,0,0
718665033,"Attrited Customer",44,M,Doctorate,Single,"$60K - $80K",Silver,34140,0,0
771561183,"Attrited Customer",42,F,Graduate,Single,"$40K - $60K",Blue,13753,2517,0.183
712036383,"Attrited Customer",49,M,"High School",Single,"$60K - $80K",Blue,18418,0,0
715671183,"Attrited Customer",43,M,Uneducated,Married,"$80K - $120K",Blue,6824,2517,0.369
822084333,"Attrited Customer",51,M,"High School",Married,"$80K - $120K",Blue,4041,0,0
708821733,"Attrited Customer",43,F,Unknown,Single,"$40K - $60K",Silver,19713,531,0.027
710751033,"Attrited Customer",31,F,Graduate,Single,"Less than $40K",Blue,4829,0,0
710679933,"Attrited Customer",59,M,Graduate,Single,"$80K - $120K",Blue,15633,0,0
717174558,"Attrited Customer",57,F,Uneducated,Single,"Less than $40K",Blue,9129,0,0
714543633,"Attrited Customer",45,F,Unknown,Single,"Less than $40K",Blue,7500,0,0
713668158,"Attrited Customer",31,F,Uneducated,Single,Unknown,Blue,21067,0,0
709249083,"Attrited Customer",40,M,Unknown,Single,"$60K - $80K",Blue,4283,0,0
713399583,"Attrited Customer",49,M,Unknown,Married,"$80K - $120K",Blue,29865,2097,0.07
709608708,"Attrited Customer",29,M,Graduate,Married,"$60K - $80K",Blue,6500,2517,0.387
709977933,"Attrited Customer",52,M,Uneducated,Married,"$80K - $120K",Blue,9959,199,0.02
710590683,"Attrited Customer",33,M,Unknown,Married,"$120K +",Blue,16127,0,0
710081208,"Attrited Customer",52,M,College,Single,"$120K +",Blue,4935,0,0
711460458,"Attrited Customer",44,M,Uneducated,Married,"$40K - $60K",Blue,10973,0,0
710047533,"Attrited Customer",51,M,Graduate,Single,"$80K - $120K",Gold,34516,2201,0.064
716708583,"Attrited Customer",54,M,Graduate,Married,"$120K +",Blue,7684,0,0
712766208,"Attrited Customer",45,M,Uneducated,Single,"$120K +",Silver,34516,0,0
715150983,"Attrited Customer",44,F,Unknown,Single,Unknown,Blue,26021,0,0
714879483,"Attrited Customer",39,M,Graduate,Married,"$80K - $120K",Blue,3929,542,0.138
714919308,"Attrited Customer",32,F,Graduate,Single,"Less than $40K",Blue,8135,0,0
717774333,"Attrited Customer",48,M,"High School",Married,"$60K - $80K",Blue,8431,0,0
759584958,"Attrited Customer",51,F,Graduate,Married,Unknown,Silver,33004,2418,0.073
709660233,"Attrited Customer",52,M,Unknown,Single,"$80K - $120K",Blue,3526,2429,0.689
712627083,"Attrited Customer",38,M,Uneducated,Married,"$80K - $120K",Blue,5768,0,0
711433908,"Attrited Customer",41,F,Uneducated,Married,"Less than $40K",Blue,9491,0,0
712509108,"Attrited Customer",46,F,Doctorate,Single,"Less than $40K",Gold,15164,532,0.035
711745233,"Attrited Customer",30,F,"High School",Single,Unknown,Blue,13894,0,0
710721858,"Attrited Customer",46,F,Unknown,Married,"$40K - $60K",Blue,5542,0,0
712457208,"Attrited Customer",58,M,Graduate,Single,"$80K - $120K",Blue,22718,0,0
713934633,"Attrited Customer",40,F,Uneducated,Divorced,"Less than $40K",Blue,4423,2517,0.569
714945708,"Attrited Customer",33,M,College,Single,"$40K - $60K",Silver,15977,0,0
714524583,"Attrited Customer",56,M,Uneducated,Married,"$80K - $120K",Blue,23240,1534,0.066
714199008,"Attrited Customer",50,M,Unknown,Married,"$120K +",Blue,16081,492,0.031
719326758,"Attrited Customer",52,F,Doctorate,Married,"Less than $40K",Blue,4353,1489,0.342
718840833,"Attrited Customer",49,M,"High School",Single,"$40K - $60K",Blue,4601,0,0
709566408,"Attrited Customer",40,F,Graduate,Single,"Less than $40K",Blue,4458,0,0
715020933,"Attrited Customer",44,F,"High School",Unknown,Unknown,Blue,15944,0,0
711149133,"Attrited Customer",30,F,Graduate,Married,Unknown,Blue,4377,2517,0.575
716832858,"Attrited Customer",46,M,Graduate,Married,"$60K - $80K",Blue,4930,159,0.032
715154058,"Attrited Customer",49,F,Unknown,Married,"Less than $40K",Blue,4982,2517,0.505
789497283,"Attrited Customer",50,M,"High School",Single,"$120K +",Blue,34162,1723,0.05
714544908,"Attrited Customer",56,M,Graduate,Divorced,"$60K - $80K",Blue,6224,0,0
714677583,"Attrited Customer",50,F,Doctorate,Single,Unknown,Blue,5173,0,0
715493733,"Attrited Customer",53,M,Graduate,Married,"$40K - $60K",Blue,5735,0,0
827440458,"Attrited Customer",48,M,College,Married,"$80K - $120K",Blue,9524,1449,0.152
720128658,"Attrited Customer",49,M,Uneducated,Single,"$120K +",Blue,5181,0,0
770038983,"Attrited Customer",37,M,"High School",Single,"$60K - $80K",Silver,28831,2517,0.087
714684108,"Attrited Customer",31,M,Post-Graduate,Single,"$40K - $60K",Blue,4169,534,0.128
779134458,"Attrited Customer",33,F,Doctorate,Single,"Less than $40K",Blue,3709,1180,0.318
710066133,"Attrited Customer",30,M,Graduate,Single,"Less than $40K",Silver,12833,0,0
718614183,"Attrited Customer",43,F,"High School",Unknown,"Less than $40K",Silver,13651,0,0
709865883,"Attrited Customer",38,M,"High School",Divorced,"$60K - $80K",Silver,26794,821,0.031
717390408,"Attrited Customer",49,F,Uneducated,Married,"$40K - $60K",Blue,4167,0,0
713281833,"Attrited Customer",37,M,Unknown,Single,"$40K - $60K",Blue,13589,2517,0.185
720328983,"Attrited Customer",52,F,Unknown,Married,"Less than $40K",Blue,9611,0,0
713437008,"Attrited Customer",40,F,Graduate,Married,Unknown,Blue,6888,1878,0.273
716644008,"Attrited Customer",55,M,Graduate,Single,"$120K +",Silver,34516,0,0
717185658,"Attrited Customer",51,M,"High School",Married,"$80K - $120K",Blue,22754,0,0
709646433,"Attrited Customer",59,F,"High School",Married,"Less than $40K",Blue,5043,743,0.147
713924283,"Attrited Customer",61,M,Graduate,Single,"$60K - $80K",Blue,11859,1644,0.139
714471183,"Attrited Customer",47,M,Graduate,Divorced,"$80K - $120K",Blue,17504,476,0.027
708564858,"Attrited Customer",33,M,College,Married,"$120K +",Gold,34516,0,0
713733633,"Attrited Customer",27,M,"High School",Divorced,"$60K - $80K",Blue,13303,2517,0.189
713755458,"Attrited Customer",50,M,Unknown,Unknown,"$80K - $120K",Blue,9959,952,0.096
716893683,"Attrited Customer",55,F,Uneducated,Single,Unknown,Blue,14657,2517,0.172
710638233,"Attrited Customer",41,M,Unknown,Divorced,"$40K - $60K",Blue,4277,2186,0.511
716506083,"Attrited Customer",44,F,"High School",Married,"Less than $40K",Blue,5409,0,0
717406983,"Attrited Customer",30,M,Graduate,Unknown,"$40K - $60K",Blue,5281,0,0
714337233,"Attrited Customer",43,F,Graduate,Married,"Less than $40K",Silver,10388,1961,0.189
